17:58:06.882 -> 35, -0.17, 1.12, 0.01, -19.21, -1.97, -4.18, -1.35, -0.68, -1.02, -16.71, -8.56, -4.42, 0.15, 0.46, 1.30, -8.10, -0.43, 11.30, 2
17:58:06.882 -> 36, 0.58, 1.27, -1.34, -9.45, -3.43, -15.90, 0.15, -1.13, -0.12, -5.48, 1.69, -15.17, 0.60, -0.14, 0.25, -13.47, 2.50, 5.44, 2
17:58:06.882 -> 37, -0.47, 0.67, -1.94, -13.84, -1.48, -32.51, 1.05, 0.52, -1.02, -5.48, -4.66, -4.91, -0.15, 0.16, -0.05, -4.68, -4.34, 0.56, 2
17:58:06.882 -> 38, 1.78, 0.52, 0.31, -19.70, 0.96, -13.95, -0.15, -1.43, -0.27, 5.26, -2.22, -3.94, 0.75, 0.31, 1.15, -6.64, -7.76, 9.35, 2
17:58:06.882 -> 39, 0.13, 1.27, -0.14, -20.19, 11.22, -16.39, -0.15, -0.68, 0.03, -8.90, -6.12, -5.89, -1.20, -0.74, 0.85, 0.20, 0.05, 5.44, 2
17:58:06.930 -> 40, 0.73, 1.12, -1.94, -20.68, -4.41, -11.51, 0.75, 0.52, -1.02, -0.60, -13.94, -33.23, 0.45, -0.74, 0.85, -27.14, 56.69, -2.86, 2
17:58:06.930 -> 41, 0.58, 0.07, -0.59, -12.87, 6.82, -9.07, -0.15, -0.23, -0.27, -13.29, -0.26, -31.28, -0.30, 0.31, 0.40, -29.10, -1.90, 52.80, 2
17:58:06.930 -> 42, 0.28, 0.67, 0.01, -17.75, -8.32, -3.21, -0.90, -0.23, 0.03, -2.55, -3.68, 7.78, 1.20, 1.06, 0.85, -33.49, -9.71, 17.16, 2
17:58:06.930 -> 43, -0.47, 1.87, -0.74, -4.08, -5.87, -19.81, 1.35, -1.13, -0.57, -2.55, 3.15, -16.14, -0.30, 0.76, 0.10, -24.70, 3.96, 27.41, 2
17:58:06.976 -> 44, 1.33, 0.97, -0.59, -6.52, -2.46, -13.46, 0.30, 0.52, 0.03, -20.62, 0.22, -9.79, 0.45, 0.01, 0.40, -22.75, -3.85, 41.57, 2
17:58:06.976 -> 45, 1.18, 1.42, -0.29, 1.78, 23.91, -10.53, 0.90, 0.67, -1.32, 70.69, -5.63, 18.04, -0.15, 0.91, 0.70, -108.69, 37.65, 34.25, 2
17:58:06.976 -> 46, -0.17, -0.08, -1.94, -10.42, 4.38, -10.04, 0.45, 0.67, -0.87, -4.50, -15.89, -1.01, -0.90, 0.91, 0.25, -24.70, -12.64, 47.92, 2
17:58:06.976 -> 47, 0.73, -0.38, -0.29, -8.47, 4.87, -5.16, 0.15, -0.08, -0.87, -2.55, -20.77, -7.35, -0.00, -0.74, 1.15, -31.05, -1.90, 41.57, 2
17:58:07.024 -> 48, 0.28, 0.37, -1.04, -13.84, -11.73, -10.04, -0.15, 0.52, 0.03, -4.01, -1.24, -11.26, 0.60, -0.59, 0.25, -36.42, -6.78, 18.62, 2
17:58:07.024 -> 49, 1.18, 1.87, -1.04, -10.91, 0.47, -13.46, -0.75, -0.83, 0.18, 4.78, 0.22, -5.40, -0.15, 0.16, 0.25, -23.73, -8.25, 0.07, 2
17:58:07.024 -> 50, 0.13, 1.27, -0.14, -20.68, 2.92, -16.39, 0.30, -0.68, -0.72, 7.70, 6.57, -4.91, -0.60, 0.46, 1.00, -35.44, -0.92, 17.16, 2
17:58:07.024 -> 1, 0.88, 0.52, -2.09, -22.14, -1.97, -10.53, 1.35, -0.08, 1.08, 6.73, 5.60, -16.63, -0.75, -0.44, 0.40, -115.52, -9.22, 116.77, 2
17:58:07.024 -> 2, -1.07, 0.07, -2.54, -6.03, -6.36, -16.39, 1.35, 0.37, -0.57, -4.99, -8.08, -10.28, -0.75, -0.44, 0.85, -92.57, 5.91, 77.71, 2
17:58:07.073 -> 3, 0.88, 0.97, -2.09, -20.19, 0.96, -8.58, 1.35, -0.08, -0.87, -8.41, -6.12, -5.89, -1.20, 0.01, 1.15, -46.67, 3.47, 100.65, 2
17:58:07.073 -> 4, 1.63, 0.67, -2.69, -5.05, -18.08, -10.04, 1.50, -0.98, -0.72, 3.31, -12.47, -20.05, -0.90, 0.46, 1.00, -54.00, -17.04, 39.13, 2
17:58:07.073 -> 5, 3.43, 1.72, -1.64, -14.33, 2.43, -24.69, 0.90, -1.88, -4.77, -2.06, -1.73, -1.01, 0.45, 1.36, 2.65, -70.60, -5.81, 19.11, 2
17:58:07.073 -> 6, 5.08, 2.92, -0.59, 19.36, -12.71, 40.25, -2.55, 0.52, -7.62, -81.16, -50.07, -2.96, -1.20, 2.86, 1.60, -20.80, -3.36, 65.01, 2
17:58:07.121 -> 7, 4.33, 3.67, -0.14, -23.61, 13.66, -31.04, -4.35, 1.42, -7.77, -9.87, -7.59, -40.56, 0.60, 1.21, 1.75, -42.77, 0.54, 42.06, 2
17:58:07.121 -> 8, 2.98, 1.72, 1.06, 35.96, -15.15, -46.67, -5.40, 0.82, -7.92, -75.30, -15.89, 1.92, 1.05, 1.21, 1.75, 42.19, -16.55, 33.76, 2
17:58:07.121 -> 9, 3.28, 1.12, 1.66, -35.82, -6.36, -29.58, -4.20, -0.68, -5.22, -47.47, -30.54, 75.65, -0.00, 1.36, 1.15, 82.23, 13.24, -22.39, 2
17:58:07.121 -> 10, 4.63, 1.27, 1.06, -18.73, 8.77, -13.46, -1.95, -1.13, -3.12, -4.50, -9.54, -1.49, 1.20, 1.81, 0.85, 10.94, -3.36, -63.90, 2
17:58:07.167 -> 11, 1.63, 0.67, 0.01, -15.80, -2.94, -21.27, 1.05, -2.18, -2.97, 24.31, -20.77, -29.33, 1.05, 1.21, 1.00, 41.22, 3.96, -33.13, 2
17:58:07.167 -> 12, 1.78, 0.07, -0.89, -0.17, -4.90, -10.04, 1.05, -0.98, -2.67, -29.40, -2.71, 6.32, 2.40, 0.31, 1.15, 6.06, -4.83, -62.92, 2
17:58:07.167 -> 13, 2.23, 0.52, 0.31, -10.91, 3.89, -16.39, -0.15, -0.23, -0.27, -4.99, -3.19, -8.82, 0.15, 0.16, 1.00, -6.64, -0.43, -67.80, 2
17:58:07.167 -> 14, 1.93, 1.42, -0.29, -15.31, -11.73, -3.21, 0.15, -0.08, -0.87, -3.04, -11.49, -9.79, -0.00, 0.76, 0.40, 29.01, 12.26, -23.37, 2
17:58:07.215 -> 15, 0.73, 1.42, 1.21, -5.05, 8.77, -1.74, 0.30, -0.68, -0.72, -14.27, -5.63, -21.03, -0.00, 0.76, 1.90, 8.01, 6.89, -14.09, 2
17:58:07.215 -> 16, -0.32, 1.27, -0.59, -21.66, -7.83, -14.93, 1.05, -0.68, -1.02, -13.78, -4.66, -2.96, 1.05, -0.89, 1.30, -7.12, -7.27, -18.49, 2
17:58:07.215 -> 17, 0.58, 0.97, 0.31, -17.26, 4.38, -15.42, 0.15, -0.38, 0.18, 5.75, -2.22, -0.52, 0.60, 1.21, 1.30, 30.47, 7.87, 4.95, 2
17:58:07.215 -> 18, 0.73, 0.37, -1.04, -20.19, -4.41, -9.56, -1.35, 0.52, -1.47, 2.33, 2.18, -8.33, 0.60, 0.46, 0.70, 2.15, -2.88, 13.74, 2
17:58:07.215 -> 19, 0.13, 0.97, -1.64, -20.19, -4.90, -9.56, -0.30, -0.38, -0.87, 5.26, -12.96, -3.45, -0.75, 0.76, -0.35, 3.13, -9.22, -8.72, 2
17:58:07.262 -> 20, 0.58, 1.27, 0.61, -8.96, -9.29, -11.51, -0.90, -0.23, -0.27, 7.70, -16.38, -16.63, 1.65, 0.76, 0.40, 10.94, -3.85, 0.07, 2
17:58:07.262 -> 21, 1.78, 0.52, -1.34, -21.17, -14.66, -6.14, 0.15, 0.37, -0.12, -10.85, -11.01, -4.91, 0.15, 0.46, 1.75, 6.55, 12.75, 3.97, 2
17:58:07.262 -> 22, 0.88, 2.02, -1.34, -16.77, -3.92, -12.00, 0.90, 1.12, -1.32, -1.08, -1.73, -5.89, -0.15, 1.21, 1.30, 6.06, 9.33, 2.51, 2
17:58:07.262 -> 23, 1.18, 1.42, -1.04, -28.98, -9.29, -7.11, 0.75, -0.23, -0.27, 0.38, 1.69, -7.35, 0.15, -0.14, 0.25, -8.10, 8.35, -6.77, 2
17:58:07.310 -> 24, 0.88, 0.97, -0.59, -12.38, -2.46, -14.44, -0.90, -1.43, 0.03, -8.90, -5.15, -5.40, 0.15, 0.16, -0.50, 2.15, 6.40, 1.53, 2
17:58:07.310 -> 25, 1.33, 0.52, -1.34, -17.75, -2.94, -14.93, -0.60, -0.68, -1.02, -11.34, -0.26, -6.38, 0.15, 1.66, 0.25, 8.50, -0.43, 9.35, 2
17:58:07.310 -> 26, 0.58, 0.97, -0.14, -12.38, 11.22, -2.23, -0.15, -0.98, 0.03, 10.63, -8.56, -7.35, 0.45, 0.76, 0.40, -3.71, -7.76, 5.44, 2
17:58:07.310 -> 27, 1.18, 1.87, -1.04, -8.47, -2.94, -13.46, 1.05, -0.23, -1.02, -5.97, -11.49, -15.17, 0.60, 0.16, -1.25, 6.55, 6.89, 0.07, 2
17:58:07.310 -> 28, -0.77, 0.97, -1.34, -15.80, 2.92, -12.97, -0.15, 0.07, 0.48, -2.06, -8.08, -21.51, 0.15, 1.96, 0.70, -11.03, -3.85, -1.88, 2
17:58:07.358 -> 29, 0.58, 0.97, -0.89, -18.24, 1.94, -11.51, 0.75, -0.23, -1.47, 4.29, -2.71, -10.28, 1.20, 1.36, 0.85, -2.73, 0.05, -0.91, 2
17:58:07.358 -> 30, 1.93, 1.12, -0.74, -27.03, -1.48, -2.72, 0.45, -0.83, 0.18, -14.27, -10.03, -13.21, 0.60, 1.96, 0.25, 5.57, 5.91, 8.37, 2
17:58:07.358 -> 31, 0.58, 1.72, -0.59, -15.31, 2.92, -7.60, 0.75, -0.68, 0.03, -10.36, -2.71, -16.63, 1.35, 0.46, 0.25, -14.45, 7.87, 6.90, 2
17:58:07.358 -> 32, -0.32, -0.23, 0.31, -30.44, -9.78, -12.49, 0.15, -0.08, -1.32, 3.80, -8.08, -12.24, 0.45, 0.31, 0.40, -2.24, -9.71, -2.37, 2
17:58:07.406 -> 33, 1.18, 1.42, -0.74, -37.77, -7.83, -22.25, 1.50, -0.68, -0.27, 4.29, -7.10, -8.33, -0.00, 0.31, -0.35, 6.55, 2.01, 2.02, 2
17:58:07.406 -> 34, 0.28, 1.12, -1.49, -17.75, 3.40, -11.02, 0.15, -0.08, -0.57, 3.80, -7.59, -8.82, -0.00, 0.76, 0.40, -0.29, -17.52, 8.37, 2
17:58:07.406 -> 35, 0.88, 0.97, -0.14, -17.75, -12.22, -13.95, 0.30, -0.98, -1.02, 0.38, -9.54, -2.47, 0.15, 0.46, 0.70, -12.49, 4.94, 10.81, 2
17:58:07.406 -> 36, 1.33, 0.07, -1.34, -19.21, -3.92, -18.34, 0.45, 0.37, 0.18, 4.29, 6.57, -8.33, 0.45, 0.31, -0.65, -10.05, 5.42, 5.44, 2
17:58:07.454 -> 37, 0.73, 0.67, -0.29, -28.49, 14.15, -12.49, -1.20, 0.67, -0.57, -17.20, -12.47, -8.33, -0.30, 1.06, 0.85, -3.71, 4.45, 3.49, 2
17:58:07.454 -> 38, 1.78, -0.23, -0.89, -16.28, -8.80, -18.83, 0.15, -0.08, -0.87, 6.73, -2.71, -2.96, -0.00, 0.01, 0.40, -8.10, -3.36, 0.07, 2
17:58:07.454 -> 39, 0.58, 0.97, -1.34, -21.66, 0.96, -12.00, 0.15, -0.83, -1.62, -0.11, -10.52, -2.47, 0.75, -0.44, 0.85, -6.64, 3.96, 1.53, 2
17:58:07.454 -> 40, 0.58, 0.97, -0.59, -28.49, 2.92, -26.16, 0.30, -1.43, -1.92, -9.39, -10.52, -20.05, 0.45, 0.01, 0.10, 0.20, -6.78, 9.83, 2
17:58:07.454 -> 41, -0.17, 1.42, -0.74, -27.03, -2.94, -15.42, 0.30, -0.68, -1.02, 2.82, -14.91, -15.17, -0.60, 0.46, 2.05, -8.59, 13.24, 12.76, 2
17:58:07.501 -> 42, -0.32, 0.07, -0.59, -27.51, 2.92, -6.14, 0.30, 0.07, -0.72, -0.11, -14.42, -6.38, -0.00, -0.44, 1.15, -6.15, 1.03, 5.93, 2
17:58:07.501 -> 43, 0.88, 0.52, -0.89, -15.80, -1.97, -23.23, 0.30, 0.07, -0.72, -4.01, 3.64, -5.89, 0.60, 1.66, 0.70, -5.66, 3.96, 12.76, 2
17:58:07.501 -> 44, 0.58, 1.27, -1.34, -15.31, 6.33, -11.51, 0.15, -0.38, -0.57, -4.50, 0.71, -18.10, -0.15, 0.46, -1.25, 7.52, -9.71, 6.42, 2
17:58:07.501 -> 45, -0.32, 0.52, -0.14, -7.50, 7.80, -16.88, 0.30, 0.07, -1.92, -8.90, -2.22, -15.65, 0.15, 1.66, 0.25, 1.67, 14.70, 2.02, 2
17:58:07.548 -> 46, -0.17, 1.12, -1.04, -9.94, -12.22, -4.18, -0.90, -0.98, -1.02, -2.55, -5.15, 1.92, 0.75, 0.31, 1.60, 9.97, -0.43, 7.39, 2
17:58:07.548 -> 47, 0.73, 1.42, -0.74, -15.31, 0.96, -14.93, 0.30, -0.23, -1.47, -5.97, -18.33, -11.75, -0.15, -0.14, 1.30, -3.22, 14.70, -1.88, 2
17:58:07.548 -> 48, 0.88, 1.72, -0.89, -22.63, -1.48, -5.65, 0.30, 0.52, -0.72, 10.15, -14.91, -0.03, 1.05, 0.16, -0.50, 5.08, 1.52, 4.95, 2
17:58:07.548 -> 49, -0.32, 1.27, -0.89, -14.82, -0.99, -18.83, 0.15, -0.38, -0.12, -7.43, -13.94, -16.63, 0.15, 0.16, 0.70, 7.52, -7.27, 8.86, 2
17:58:07.595 -> 50, 0.88, 2.02, 0.31, -16.28, 1.94, -14.44, 0.90, -1.13, 0.18, -7.92, 3.15, -17.61, 0.15, 1.21, -0.80, -2.24, 4.94, 6.42, 2
17:58:07.595 -> 1, -1.37, 0.67, -2.24, -9.45, 4.87, -10.04, 0.75, 0.07, 0.78, -12.31, 4.62, -7.84, -1.80, 0.16, -0.05, -3.71, 18.61, 66.47, 2
17:58:07.595 -> 2, -0.77, 0.07, -0.89, -13.35, 10.73, -16.39, 1.95, -0.23, 1.23, 11.61, -18.82, -18.58, -0.60, -0.89, -0.50, -40.33, -10.69, 27.41, 2
17:58:07.595 -> 3, -0.92, 1.12, -1.94, -24.10, 5.84, -20.79, 2.10, 0.37, 1.38, -4.01, -9.54, -17.61, -0.75, 0.01, -0.35, 5.08, 17.63, 44.50, 2
17:58:07.644 -> 4, 0.88, 1.27, -2.84, -18.24, 7.80, -11.51, 2.70, -0.23, 1.53, -3.04, -10.52, -3.45, -0.60, -0.59, 0.70, 12.41, 4.45, 55.73, 2
17:58:07.644 -> 5, -0.47, 1.12, -3.44, -17.26, 0.96, -17.86, 3.30, 1.12, 1.83, 0.87, 2.67, -5.40, -2.10, -1.64, 2.50, -18.84, -5.32, 1.53, 2
17:58:07.644 -> 6, 1.18, 0.37, -3.14, -9.45, -2.46, -15.42, 4.20, -0.08, 0.63, 2.82, -11.98, -3.45, -0.75, -0.74, 2.65, -20.80, 5.91, 10.81, 2
17:58:07.644 -> 7, 2.68, 0.52, -5.24, -15.31, 3.89, -19.81, 5.55, -2.18, -4.17, -3.53, -15.40, -22.49, 0.15, -0.59, 2.50, 5.08, -2.88, 26.44, 2
17:58:07.644 -> 8, 5.53, 1.72, -2.54, -29.96, -9.78, 13.88, 5.10, -1.73, -4.47, -6.94, -11.49, -27.86, -0.75, 0.01, 2.35, -30.07, 2.98, 2.51, 2
17:58:07.693 -> 9, 3.88, 0.97, -2.84, 2.27, 1.94, -40.81, 4.20, -1.58, -8.22, -73.35, 10.97, 49.78, -0.30, 0.76, 1.90, 43.66, 10.80, -6.77, 2
17:58:07.693 -> 10, 4.48, 2.32, -2.24, -13.84, -7.34, -11.02, 2.85, -3.08, -9.72, 14.05, -11.49, -36.65, -0.15, 0.46, 2.80, -21.28, 6.89, -26.79, 2
17:58:07.693 -> 11, 5.38, -0.08, -3.44, -20.68, 7.80, -53.01, 4.20, -4.28, -8.97, -40.64, 31.96, -7.84, -0.00, 0.31, 3.70, 36.33, 24.47, -6.77, 2
17:58:07.693 -> 12, 4.33, 0.97, -2.09, -3.59, -2.94, 20.72, 2.85, -4.28, -8.22, -0.60, 4.62, -34.70, -1.20, 1.36, 2.65, 123.74, 14.21, 0.07, 2
17:58:07.739 -> 13, 4.48, -0.08, -1.49, -25.07, -25.89, -11.02, 2.85, -5.03, -5.82, -17.20, -1.24, 27.31, -0.75, 0.01, 1.60, 65.14, 5.42, -51.20, 2
17:58:07.739 -> 14, 3.28, -0.83, -1.49, -23.12, -14.66, -17.37, 3.30, -3.38, -4.02, 36.03, -20.77, -27.86, 0.15, 1.21, 2.50, 73.93, 11.77, -20.93, 2
17:58:07.739 -> 15, 3.43, -0.23, -1.34, -31.91, -0.99, -14.44, 3.30, -2.33, -2.82, -22.57, -6.12, -7.84, 1.05, 0.91, 1.30, 37.80, 8.84, -33.13, 2
17:58:07.739 -> 16, 1.33, -0.23, -2.54, -24.58, -3.92, -14.93, 1.35, -0.38, -0.87, -11.83, -0.75, -13.21, -0.00, 0.31, 1.60, 1.67, -8.74, -71.22, 2
17:58:07.787 -> 17, 0.58, 2.02, -0.59, -23.12, -8.80, -24.69, 1.05, -0.98, -1.92, 2.82, -5.15, -11.75, -0.00, 1.06, 0.40, 24.61, 2.50, -34.11, 2
17:58:07.787 -> 18, 2.23, 0.52, -1.64, -17.75, -0.01, -12.97, 1.05, 0.07, -0.27, -3.53, -7.10, 5.34, -0.00, 1.81, 0.10, 32.92, 1.52, -19.46, 2
17:58:07.787 -> 19, 1.18, 1.12, -0.29, -24.58, -7.34, -4.67, 0.75, -0.68, -0.72, -9.39, -4.66, -5.89, 1.05, 0.46, 0.70, -3.71, -2.39, -22.39, 2
17:58:07.787 -> 20, 0.58, 1.27, -1.34, -12.87, 3.89, -17.86, -0.15, -0.98, -1.92, 7.70, -8.08, -10.28, -0.60, 0.16, 0.70, 11.43, 0.54, -21.42, 2
17:58:07.787 -> 21, 1.33, 0.52, 0.31, -5.54, -9.29, -18.83, -0.30, -0.38, -1.32, 2.82, -1.73, -4.91, 0.45, 0.31, 0.85, 19.73, 1.52, -1.88, 2
17:58:07.835 -> 22, 0.88, 0.52, 0.31, -21.66, 0.96, -13.95, 1.35, -0.08, -0.87, 1.85, -2.71, -12.72, -0.00, 1.06, 0.10, 3.13, -5.32, -6.28, 2
17:58:07.835 -> 23, 0.88, 1.27, -0.14, -24.10, -5.87, -23.23, 0.30, -0.23, -1.92, -1.08, -14.91, -13.21, 0.75, 0.01, 0.85, 8.50, -1.41, -2.37, 2
17:58:07.835 -> 24, 0.88, 0.07, -0.59, -11.40, 11.70, -11.02, 0.15, 0.37, -1.62, -2.06, -6.12, -9.79, 0.60, 0.91, 0.70, 10.45, 0.54, 10.32, 2
17:58:07.835 -> 25, 0.73, 1.42, -1.49, -14.82, -4.41, -18.34, 0.90, -0.08, -0.57, -9.87, 0.71, -13.21, -0.00, 0.76, 0.40, 0.69, 9.82, 9.35, 2
17:58:07.882 -> 26, 0.58, 0.97, -0.89, -14.33, -5.87, -18.83, -0.30, -1.13, -1.32, 1.85, -2.22, -4.42, 0.60, 0.46, 0.70, 11.43, 2.01, -4.33, 2
17:58:07.882 -> 27, 0.28, 0.67, -1.49, -4.08, -0.99, -12.49, 1.35, -0.08, -0.87, 4.78, -11.01, -14.19, -0.00, 0.01, 0.40, 23.15, 3.96, 5.44, 2
17:58:07.882 -> 28, 0.88, -0.68, 0.31, -14.33, 0.96, -11.51, 0.15, 0.37, -0.87, -2.55, -13.94, -8.33, -0.00, 0.76, 0.10, 4.59, -7.76, -3.35, 2
17:58:07.882 -> 29, 1.78, 0.97, -0.89, -19.21, -7.83, -21.27, 0.75, 0.82, -1.47, -6.46, -4.17, -14.19, -0.90, 0.46, 0.25, -11.03, 5.42, -1.40, 2
17:58:07.930 -> 30, 1.93, 0.37, -0.74, -12.38, -0.01, -7.11, 1.35, 0.37, -1.32, -1.08, -8.56, -8.33, -0.15, -0.89, -0.50, -11.03, 8.84, 9.35, 2
17:58:07.930 -> 31, 1.93, 1.42, -1.49, -15.80, 1.45, -6.63, 0.90, -0.08, -0.12, -6.94, -12.96, -7.35, 0.15, -0.59, 0.25, -1.75, 8.35, -3.35, 2
17:58:07.930 -> 32, 0.28, 0.67, 0.01, -15.31, 0.47, -9.56, 0.15, -0.08, -1.32, -4.50, -5.63, -11.75, 0.75, 1.06, 0.85, -6.15, 3.47, -11.65, 2
