:start::hash:837a8eb32b8c6e823fbd4cc464c54eb9
:data:1, -0.41, 2.44, -1.79, 17.71, -1.15, 5.66, -0.13, 1.61, -1.90, 13.60, 1.26, 6.46, 1.19, 0.91, 0.10, 7.42, -2.76, 0.02, 2
2, 0.04, 1.54, -2.99, 3.06, 4.71, -1.66, 1.67, 1.16, -1.15, -5.44, 7.61, -5.74, 1.19, 2.41, -0.35, -4.79, 8.47, -0.96, 2
3, -0.11, 0.94, -1.49, 24.05, -5.55, -12.89, -0.43, 1.76, -0.55, 10.67, -1.67, -13.07, 0.44, 1.66, -0.65, -3.81, 14.81, -7.30, 2
4, -3.26, -0.41, 0.61, -1.83, -6.04, 4.20, -0.58, 0.41, -1.15, -10.32, -7.04, 7.93, -0.01, 0.16, -0.35, 18.16, 1.63, -4.86, 2
5, -3.86, -2.06, 4.36, -282.59, -113.46, -230.18, 0.02, 0.26, 0.20, -5.93, -24.62, -219.61, 0.44, 0.16, 0.85, -51.66, 80.73, 14.18, 2
6, -2.36, 0.04, 3.76, 14.78, -7.99, 398.73, -2.23, -0.34, -1.60, 35.09, -0.21, -5.25, 1.19, 0.61, -0.65, 102.64, -22.29, -203.11, 2
7, -1.16, 0.04, -1.34, -0.85, 0.31, 8.11, -0.73, 2.21, -0.25, -11.30, 4.68, 8.42, 0.89, 1.66, -0.95, -5.27, -4.23, -22.93, 2
8, -2.21, 0.64, 1.21, 23.56, 0.80, 2.25, -0.43, 1.01, -0.55, 10.67, 1.26, 7.44, -0.31, 0.16, -1.40, 8.40, -0.81, -10.23, 2
9, -1.61, -0.71, -0.59, 23.08, -0.18, 1.76, 0.47, 1.01, -1.75, 0.91, 0.77, 10.37, -0.16, 0.76, 0.70, -10.64, 8.47, -20.49, 2
10, -1.61, 0.49, 0.16, 18.68, -3.59, -6.05, 0.17, -1.09, -1.60, 13.60, 0.77, 3.05, -0.76, 0.61, 0.10, -1.86, 8.47, -1.93, 2
11, -0.71, 0.04, -1.04, 10.38, 6.66, -7.03, 0.02, 1.01, 0.50, 3.35, 12.49, 5.49, -0.31, -1.64, -0.35, 5.96, 7.49, 5.39, 2
12, -1.01, 0.94, -0.74, 9.89, 6.66, -2.15, -0.73, 0.26, 1.25, -3.49, 1.26, -14.53, -1.21, 0.16, 0.85, -3.32, 2.12, -12.19, 2
13, -1.46, 0.64, -0.74, 17.22, -8.48, 10.55, 0.92, 0.41, -0.10, 10.19, 6.63, 6.46, 0.44, -2.09, 0.40, -3.81, -3.25, -1.45, 2
14, -1.16, 0.49, 0.16, 6.96, -6.04, -3.12, -0.58, 0.86, -0.85, 14.58, 3.70, 2.07, 2.39, 0.61, -0.65, 15.23, 1.14, 5.39, 2
15, -1.46, 1.84, -0.74, 12.33, 13.98, -1.17, 0.02, -0.49, -0.55, 20.44, 1.75, 10.37, 1.79, 0.31, -0.80, 1.56, 6.03, 1.00, 2
